system,phase,e_above_eV,hmix_eV,delta_r_percent,vec,a_vegard_A,a_pred_q1_A,shift_A,shift_percent
Au-Mg-Pd-Sc-Zr,BCC,-0.059,-0.543,6.265958442902502,6.0,3.4559150785031587,3.4234276210664216,-0.03248745743673709,-0.940053696308076
Hf-Rh-Sn-Ti-Zr,BCC,-0.069,-0.583,5.479452054794522,5.0,3.4654783073431807,3.423915513771512,-0.0415627935716687,-1.199337865817805
Hf-Re-Sc-Ta-Zr,BCC,-0.042,-0.154,5.96284793999944,4.6000000000000005,3.457209596026403,3.4239422555244836,-0.033267340501919485,-0.962259868194159
Hf-Mg-Nb-Pt-Sc,BCC,-0.011,-0.463,5.773372662444715,4.800000000000001,3.4606420673531595,3.4247370177409793,-0.03590504961218022,-1.0375256646996107
Hf-Nb-Os-Sc-Zr,BCC,-0.062,-0.34,7.165824330222353,4.800000000000001,3.4485872532587667,3.424753767589099,-0.02383348566966781,-0.6911086749261219
Hf-Mg-Ti-Zn-Zr,BCC,-0.017,-0.078,5.526556737847597,5.2,3.439076279834704,3.4248570410182393,-0.014219238816464586,-0.4134609895058222
Hf-Re-Sc-Ti-Zr,BCC,-0.036,-0.215,6.506952828746748,4.4,3.4531330497413406,3.4249948759260986,-0.028138173815241974,-0.8148592426043266
Hf-Mg-Nb-Zn-Zr,BCC,-0.009,-0.026,5.056293765910731,5.4,3.442781237335081,3.4250746708190523,-0.017706566516028754,-0.5143099516173354
Mg-Nb-Re-Sc-Zr,BCC,-0.007,-0.049,5.773372662444715,4.2,3.4671317587701846,3.425107933062089,-0.0420238257080956,-1.212063129755465
Hf-Rh-Sn-Ta-Zr,BCC,-0.029,-0.471,5.090690322141414,5.2,3.469525911971159,3.425528862252828,-0.04399704971833085,-1.2680997587170226
Hf-Nb-Rh-Sc-Zr,BCC,-0.054,-0.452,5.9628479399994365,5.0,3.4460853167789303,3.4257540472859693,-0.020331269492960935,-0.5899816059099968
Au-Hf-Mg-Sc-Zn,BCC,-0.044,-0.354,7.003830027882311,6.4,3.450592910769996,3.4271364576641012,-0.023456453105894948,-0.6797803656491216
Hf-Nb-Rh-Sn-Zr,BCC,-0.054,-0.5,5.090690322141415,5.2,3.46912711588581,3.427173555018127,-0.041953560867683315,-1.2093405478158978
Hf-Ir-Nb-Sc-Zr,BCC,-0.069,-0.542,5.962847939999443,5.0,3.4505817124546123,3.4278563389976693,-0.022725373456943032,-0.6585954297189232
Ag-Mg-Pd-Sc-Zr,BCC,-0.028,-0.363,4.891055407547643,6.0,3.45697531558025,3.4301655925846877,-0.02680972299556217,-0.7755254390950773
Au-Hf-Pd-Sc-Zr,BCC,-0.065,-0.553,6.506952828746748,6.4,3.4455238456211856,3.430381676796908,-0.015142168824277658,-0.4394736331173964
Hf-Rh-Sc-Sn-Ti,BCC,-0.058,-0.615,6.308584010541296,4.800000000000001,3.4843381842383545,3.431021107304889,-0.05331707693346566,-1.5301923669364
Hf-Nb-Re-Sc-Zr,BCC,-0.047,-0.169,5.9628479399994365,4.6000000000000005,3.4568079529608644,3.4315142053677854,-0.025293747593079008,-0.7317082099228024
Mg-Pt-Sc-Ti-Zr,BCC,-0.049,-0.522,6.265958442902503,4.6000000000000005,3.4677306070333644,3.43162712164211,-0.03610348539125452,-1.041127165934639
Mg-Pd-Sc-Ti-Zr,BCC,-0.031,-0.359,5.369127516778524,4.6000000000000005,3.463523202406576,3.432961948959326,-0.030561253447249914,-0.8823747283117634
Hf-Pt-Sc-Ta-Zr,BCC,-0.027,-0.511,5.96284793999944,5.2,3.461476866267058,3.4350455884868296,-0.026431277780228246,-0.7635838343398316
Hf-Mg-Pd-Sn-Ti,BCC,-0.051,-0.419,3.993802667702267,4.800000000000001,3.4756955631962017,3.435598736126758,-0.04009682706944373,-1.1536346132850381
Al-Hf-Sc-Zn-Zr,BCC,-0.044,-0.279,9.290862990582562,5.2,3.446949624695422,3.4358539089277293,-0.011095715767692749,-0.32189956267995024
Hf-Pd-Sc-Ta-Zr,BCC,-0.011,-0.321,4.866535912814264,5.2,3.4572542172734044,3.4362077702140876,-0.021046447059316797,-0.608761917308912
Mg-Nb-Pt-Sc-Zr,BCC,-0.001,-0.44,5.773372662444715,4.800000000000001,3.4713746847555567,3.4362982196793337,-0.035076465076222973,-1.010448835450125
Hf-Pt-Sc-Ti-Zr,BCC,-0.061,-0.594,6.506952828746748,5.0,3.457410382568101,3.436566704520985,-0.020843678047115954,-0.6028696550518731
Hf-Nb-Rh-Sc-Sn,BCC,-0.035,-0.532,5.890403977757667,5.0,3.4879476607470448,3.437510449045398,-0.050437211701646945,-1.4460426763067986
Hf-Mo-Sc-Ta-Zr,BCC,-0.007,0.001,3.947368421052636,4.4,3.4668988174579116,3.437989018515107,-0.028909798942804432,-0.8338806658338652
Hf-Mg-Sc-Ti-Zn,BCC,-0.026,-0.094,6.265958442902503,5.0,3.4582244445643484,3.4383092888438216,-0.019915155720526823,-0.5758780564931102
Hf-Pd-Sc-Sn-Zn,BCC,-0.059,-0.536,6.308584010541295,6.6000000000000005,3.4680077815695167,3.438624637939439,-0.029383143630077768,-0.8472629094499851
Au-Mg-Sc-Zn-Zr,BCC,-0.04,-0.356,7.003830027882311,6.4,3.4613878402330944,3.4400077674891607,-0.02138007274393372,-0.6176734226492793
Hf-Mo-Sc-Ti-Zr,BCC,-0.021,-0.038,4.866535912814262,4.2,3.4628450654639567,3.4401615907352863,-0.022683474728670383,-0.655053122500334
Au-Hf-Sc-Zn-Zr,BCC,-0.047,-0.371,7.277249739370949,6.800000000000001,3.451029588388092,3.4411362319942347,-0.009893356393857466,-0.28667839960417313
Hf-Mg-Nb-Sc-Zn,BCC,-0.006,-0.042,5.773372662444714,5.2,3.461888552119296,3.441761958618559,-0.02012659350073731,-0.5813761245553739
Ag-Au-Hf-Mg-Zr,BCC,-0.026,-0.237,5.696904150359354,6.4,3.452227085455135,3.4419129803281177,-0.01031410512701747,-0.2987667054253958
Hf-Nb-Pt-Sc-Zr,BCC,-0.043,-0.532,5.9628479399994365,5.2,3.4610762130452954,3.442929807933442,-0.018146405111853614,-0.5242994951529006
Hf-Pd-Sn-Ti-Zr,BCC,-0.062,-0.496,4.61382992049338,5.2,3.476125957096009,3.4432083831618314,-0.03291757393417738,-0.9469614835728524
Au-Hf-Mg-Ti-Zr,BCC,-0.036,-0.24,5.5265567378475895,5.0,3.458792945479297,3.443602397783816,-0.015190547695481005,-0.4391863848148331
Hf-Nb-Pd-Sc-Zr,BCC,-0.029,-0.343,4.866535912814262,5.2,3.4568525845772635,3.444131483397616,-0.01272110117964731,-0.3679966347538932
Hf-Mo-Nb-Sc-Zr,BCC,-0.031,-0.018,3.947368421052636,4.4,3.4664994166516983,3.44539042521823,-0.021108991433468116,-0.608942592982097
Hf-Nb-Pd-Sn-Zr,BCC,-0.028,-0.409,4.054054054054058,5.4,3.479752481624745,3.4464052244607353,-0.03334725716400966,-0.9583226778371132
Ag-Mg-Sc-Zn-Zr,BCC,-0.033,-0.156,6.101064799668224,6.4,3.4624447288374722,3.446507926134449,-0.015936802703023112,-0.46027601741310536
Ag-Hf-Sc-Zn-Zr,BCC,-0.032,-0.155,6.061188559147522,6.800000000000001,3.4520928280771455,3.446725135404254,-0.005367692672891611,-0.15549097142562868
Hf-Nb-Sc-W-Zr,BCC,-0.008,0.032,5.9628479399994365,4.4,3.46945945232337,3.4468283288852706,-0.022631123438099365,-0.6522953719186466
Hf-Sc-Ta-Zn-Zr,BCC,-0.005,-0.067,5.962847939999442,5.6000000000000005,3.462722750204606,3.447099391654001,-0.015623358550604927,-0.45118710557123787
Ag-Au-Hf-Mg-Sc,BCC,-0.031,-0.311,6.101064799668224,6.2,3.471230838983625,3.4495588045628818,-0.02167203442074328,-0.6243328498167193
Mg-Sc-Ti-Zn-Zr,BCC,-0.018,-0.09,6.265958442902502,5.0,3.468972003755126,3.4505514856438313,-0.018420518111294637,-0.5310079784833841
Hf-Pd-Sc-Sn-Ti,BCC,-0.061,-0.533,5.489215138267544,5.0,3.4948714002250565,3.451386537006832,-0.04348486321822431,-1.2442478774876824
Al-Hf-Mg-Sc-Ti,BCC,-0.0,-0.158,8.499776469856753,3.2,3.473707747170279,3.4517006696729093,-0.022007077497369743,-0.6335327868412923
Hf-Mg-Nb-Ti-Zr,BCC,-0.005,0.048,3.913390533453221,3.8,3.4700353513715854,3.452261220675215,-0.01777413069637035,-0.512217568312232
Al-Au-Hf-Sc-Zr,BCC,-0.056,-0.462,9.290862990582562,5.0,3.4665770851276307,3.452755236982091,-0.013821848145539661,-0.39871746123397617
Au-Hf-Mg-Sc-Ti,BCC,-0.018,-0.281,6.265958442902503,4.800000000000001,3.4777252055536323,3.453725669852014,-0.023999535701618502,-0.6900929280810709
Hf-Nb-Sc-Zn-Zr,BCC,-0.036,-0.102,5.9628479399994365,5.6000000000000005,3.4623223852901868,3.454583547909784,-0.007738837380402597,-0.2235157942911773
Al-Hf-Sc-Ta-Zr,BCC,-0.031,-0.179,8.439186484322162,3.8,3.4781661187957438,3.4576859640657327,-0.02048015473001108,-0.5888204884561979
Hf-Nb-Pd-Sc-Sn,BCC,-0.007,-0.447,4.931858542516468,5.2,3.4984591857283687,3.4577750553094893,-0.040684130418879416,-1.162915679703981
Pd-Sc-Sn-Ti-Zr,BCC,-0.054,-0.531,5.489215138267545,5.0,3.505395759010776,3.4624604633474148,-0.042935295663361295,-1.2248344727694214
Ag-Au-Mg-Sc-Zr,BCC,-0.036,-0.309,6.101064799668224,6.2,3.4818983785027506,3.4629566023746934,-0.018941776128057253,-0.5440071498066636
Al-Hf-Nb-Sc-Zr,BCC,-0.044,-0.215,8.439186484322162,3.8,3.4777693019089404,3.4652145153342753,-0.012554786574665133,-0.36100113275983653
Au-Mg-Sc-Ti-Zr,BCC,-0.008,-0.271,6.265958442902503,4.800000000000001,3.4883531226530806,3.466258985692584,-0.02209413696049678,-0.6333687039026885
Hf-Mg-Rh-Sc-Zr,BCC,-0.033,-0.451,5.696904150359355,4.4,3.50418003981682,3.466698056277747,-0.03748198353907295,-1.0696363518191923
Ag-Au-Hf-Sc-Zr,BCC,-0.037,-0.283,6.061188559147522,6.6000000000000005,3.4716623405410276,3.4668544019755254,-0.004807938565502212,-0.1384909617895886
Hf-Ir-Mg-Sc-Zr,BCC,-0.021,-0.514,5.696904150359354,4.4,3.5085288597114186,3.467635781732581,-0.04089307797883768,-1.1655334647069482
Hf-Mg-Nb-Sc-Ti,BCC,-0.008,0.048,4.714045207910321,3.6,3.488846125004182,3.4696217994569487,-0.01922432554723308,-0.5510224543712152
Hf-Mg-Re-Sc-Zr,BCC,-0.025,-0.119,5.696904150359355,4.0,3.5145516608144995,3.472245835001398,-0.042305825813101716,-1.2037332182306666
Au-Hf-Nb-Sc-Zr,BCC,-0.007,-0.235,5.962847939999443,5.4,3.481777398294422,3.473625382888596,-0.008152015405825885,-0.23413373324265987
Hf-Sn-Ta-Ti-Zr,BCC,-0.006,-0.133,4.054054054054059,4.2,3.5121428570148323,3.475662770620882,-0.036480086393950284,-1.0386845831481002
Hf-Nb-Sn-Ti-Zr,BCC,-0.043,-0.176,4.054054054054059,4.2,3.5117536819409216,3.477171879019793,-0.034581802921128446,-0.9847445479722634
Hf-Nb-Sc-Ta-Zr,BCC,-0.025,0.031,3.947368421052636,4.2,3.4932659635176293,3.480102300653237,-0.0131636628643923,-0.3768296774957504
Hf-Mg-Pt-Sc-Zr,BCC,-0.055,-0.564,5.696904150359355,4.6000000000000005,3.5186810657780914,3.4841617390720336,-0.03451932670605773,-0.9810302798336858
Hf-Mg-Pd-Sc-Zr,BCC,-0.048,-0.401,4.4620591994245205,4.6000000000000005,3.5145948379204803,3.486196360123371,-0.028398477797109134,-0.8080156919001218
Hf-Rh-Sc-Sn-Zr,BCC,-0.071,-0.644,5.96284793999944,4.800000000000001,3.5451033461622123,3.4930254955294067,-0.05207785063280568,-1.4690079681085484
Hf-Mg-Pd-Sn-Zr,BCC,-0.056,-0.457,3.913390533453224,4.800000000000001,3.536755515145475,3.499260926255586,-0.03749458888988899,-1.060140819158283
Hf-Mg-Sc-Zn-Zr,BCC,-0.027,-0.118,5.696904150359354,5.0,3.5198867904361495,3.50513686461972,-0.014749925816429421,-0.4190454606809032
Hf-Mg-Pd-Sc-Sn,BCC,-0.057,-0.516,4.714045207910319,4.6000000000000005,3.5548686751838585,3.510136662708602,-0.0447320124752566,-1.2583309416611024
Hf-Pd-Sc-Sn-Zr,BCC,-0.065,-0.573,4.866535912814264,5.0,3.555280114658134,3.513396401185519,-0.04188371347261466,-1.178070703906887
Au-Hf-Mg-Sc-Zr,BCC,-0.032,-0.314,5.696904150359354,4.800000000000001,3.5387157395780386,3.517692238082682,-0.02102350149535681,-0.5940997537672715
Al-Hf-Mg-Sc-Zr,BCC,-0.008,-0.18,8.328640030866346,3.2,3.534835799453417,3.5182524540339735,-0.016583345419443507,-0.4691404738519325
Ni-Pt-Rh-Ru-V,FCC,-0.044,-0.208,1.4925373134328404,8.4,3.773874348238777,3.7755097115334744,0.0016353632946972674,0.0433338035078055
Ni-Os-Pt-Rh-Ru,FCC,-0.032,0.012,1.8417216111151689,9.0,3.776736916885888,3.7875837445557137,0.010846827669825476,0.28720103911207134
Ni-Pt-Rh-V-Zn,FCC,-0.048,-0.308,0.0,9.2,3.8042611479334534,3.789259464514571,-0.015001683418882195,-0.3943389487609544
Ni-Pd-Pt-Ru-V,FCC,-0.042,-0.176,2.3424278964210217,8.6,3.791801345026367,3.7962178574409444,0.0044165124145774115,0.11647531114388326
Ni-Pt-Rh-Ru-Zn,FCC,-0.026,-0.137,1.4925373134328404,9.8,3.7995936776997232,3.796936691605573,-0.0026569860941503265,-0.06992816389143136
Ni-Pd-Pt-Rh-V,FCC,-0.046,-0.197,1.4705882352941169,8.8,3.7951924429228434,3.800985972681758,0.005793529758914673,0.1526544396903579
Ni-Pd-Pt-Rh-Ru,FCC,-0.035,0.025,2.3424278964210146,9.4,3.790502598555906,3.8018734570807786,0.011370858524872407,0.2999828711159423
Mo-Ni-Pt-Rh-Ru,FCC,-0.045,-0.14,3.6021907982105508,8.6,3.8065261815356677,3.8092890540233237,0.002762872487656054,0.07258251633885854
Ni-Pt-Re-Rh-Zn,FCC,-0.026,-0.135,0.0,9.6,3.8205534499591995,3.8096933105624617,-0.0108601393967378,-0.2842556592645963
Mo-Ni-Pt-Rh-V,FCC,-0.052,-0.307,2.919708029197081,8.0,3.81117669741874,3.810034724926426,-0.0011419724923142915,-0.029963777147560083
Ni-Os-Pd-Pt-Rh,FCC,-0.023,0.05,2.3424278964210217,9.4,3.798022978983136,3.811821117184979,0.01379813820184328,0.36329791257707256
Mo-Ni-Os-Pt-Ru,FCC,-0.036,-0.109,4.057204129667895,8.4,3.810625845849731,3.816075878667597,0.005450032817865935,0.143021987419776
Ni-Pd-Pt-Re-Ru,FCC,-0.035,-0.008,2.3424278964210146,9.0,3.808200204854354,3.8161889177769446,0.007988712922590402,0.20977660030602127
Ni-Pd-Pt-Rh-Zn,FCC,-0.039,-0.182,1.4705882352941169,10.2,3.82062652479652,3.816211813790839,-0.004414711005680694,-0.11554939947750621
Mo-Ni-Pd-Rh-Zn,FCC,-0.037,-0.2,2.8985507246376763,9.4,3.8295207630025336,3.816416517452642,-0.013104245549891758,-0.3421902206796597
Ni-Pd-Rh-Ru-W,FCC,-0.042,-0.061,2.3424278964210217,8.6,3.8044638217456836,3.817940979231953,0.01347715748626932,0.35424591000803124
Ni-Pd-Pt-Ru-Zn,FCC,-0.0,-0.144,2.3424278964210217,10.0,3.8172804853829416,3.8181330541905716,0.0008525688076299609,0.02233445540338472
Mo-Ni-Os-Pt-Rh,FCC,-0.045,-0.125,3.60219079821055,8.6,3.813983566668794,3.81969481006088,0.005711243392085841,0.14974483482303386
Ni-Pd-Pt-Re-Rh,FCC,-0.04,-0.019,1.4705882352941169,9.2,3.811562198792416,3.8208645969016195,0.009302398109203303,0.24405736084145496
Mo-Ni-Pt-V-Zn,FCC,-0.04,-0.322,2.919708029197081,8.6,3.8376678547394665,3.821158805805937,-0.016509048933529336,-0.4301844129929298
Ni-Pt-Ru-V-W,FCC,-0.042,-0.267,1.4925373134328357,7.800000000000001,3.8127182352903812,3.8214738478932677,0.008755612602886487,0.22964226734209875
Mo-Ni-Pd-Re-Rh,FCC,-0.043,-0.074,2.8985507246376763,8.4,3.820498641996692,3.8225844848043087,0.0020858428076167,0.05459608818304891
Mo-Ni-Pt-Rh-Zn,FCC,-0.049,-0.256,2.919708029197081,9.4,3.836399982503378,3.8231050072740174,-0.013294975229360517,-0.34654820378466134
Ni-Pt-Rh-Ru-W,FCC,-0.048,-0.142,1.4925373134328404,8.6,3.811433706999076,3.8238525542663555,0.012418847267279709,0.32583138582404103
Ni-Pt-Rh-V-W,FCC,-0.054,-0.298,0.0,8.0,3.816072276597075,3.8246956849619984,0.008623408364923257,0.22597602298594438
Mo-Ni-Pt-Re-Ru,FCC,-0.041,-0.133,3.6021907982105508,8.200000000000001,3.8240761292710794,3.8261076245477916,0.002031495276712203,0.05312381887908266
Mo-Ni-Pt-Ru-Zn,FCC,-0.039,-0.204,3.602190798210557,9.2,3.833081436923879,3.8263243583753805,-0.006757078548498274,-0.17628319824900351
Mo-Ni-Pd-Pt-Ru,FCC,-0.045,-0.114,3.721912053717354,8.8,3.8241490695434592,3.828734411971848,0.004585342428388817,0.11990490812473038
Mo-Ni-Pt-Re-Rh,FCC,-0.049,-0.157,2.919708029197081,8.4,3.8274103025062653,3.8294571310074264,0.002046828501161002,0.053478157275709315
Mo-Ni-Pd-Pt-V,FCC,-0.055,-0.282,2.8985507246376763,8.200000000000001,3.8287568994365704,3.830241838754574,0.0014849393180034198,0.03878384961505233
Ni-Os-Pt-Ru-W,FCC,-0.043,-0.112,1.8417216111151795,8.4,3.815522837784431,3.830601150774445,0.015078312990014275,0.39518340293226595
Ni-Pd-Rh-W-Zn,FCC,-0.033,-0.183,1.4705882352941169,9.4,3.8343696421028053,3.831576470552519,-0.0027931715502864662,-0.07284565159332589
Mo-Ni-Pd-Pt-Rh,FCC,-0.045,-0.133,2.8985507246376763,9.0,3.827483115756655,3.8334694287201327,0.005986312963477847,0.15640338003932416
Ni-Os-Pt-Rh-W,FCC,-0.049,-0.126,1.4925373134328357,8.6,3.8188719566073863,3.8340151422810163,0.015143185673629933,0.3965355698147799
Ni-Pt-V-W-Zn,FCC,-0.014,-0.297,0.0,8.6,3.8424962068405994,3.835602660759729,-0.006893546080870561,-0.17940280770084646
Ni-Pt-Rh-W-Zn,FCC,-0.05,-0.239,0.0,9.4,3.8412315205079843,3.8372545192947296,-0.003977001213254727,-0.10353453552648105
Ni-Pd-Re-Rh-W,FCC,-0.046,-0.074,1.4705882352941169,8.4,3.825370405697519,3.8377929986635295,0.012422592966010448,0.32474222489691973
Mo-Ni-Os-Pd-Pt,FCC,-0.02,-0.091,3.721912053717364,8.8,3.8315380797603718,3.838530413225859,0.0069923334654871105,0.1824941660484402
Mo-Ni-Pt-Re-Zn,FCC,-0.022,-0.174,2.919708029197081,9.0,3.853679509241121,3.839466657715341,-0.01421285152577978,-0.36881249444063446
Ni-Pt-Re-Ru-W,FCC,-0.047,-0.136,1.4925373134328404,8.200000000000001,3.8289387993593778,3.840509088179018,0.011570288819640062,0.302180040630994
Ni-Pt-Ru-W-Zn,FCC,-0.045,-0.19,1.4925373134328357,9.2,3.8379213286790157,3.8406271922989657,0.0027058636199499553,0.0705033633631384
Ni-Pd-Pt-Ru-W,FCC,-0.048,-0.11,2.3424278964210217,8.8,3.8290115544895187,3.8428736114978403,0.01386205700832166,0.3620270352035994
Pd-Pt-Rh-Ru-V,FCC,-0.048,-0.207,2.3424278964210217,8.4,3.8432726730068993,3.8434896324572034,0.00021695945030408836,0.005645174536480224
Ni-Pt-Re-Rh-W,FCC,-0.052,-0.158,0.0,8.4,3.832264520335901,3.8436568583627047,0.011392338026803728,0.2972743130425971
Mo-Ni-Pd-Pt-Zn,FCC,-0.044,-0.269,2.8985507246376763,9.6,3.8537513332169318,3.84388506318297,-0.009866270033961566,-0.25601729797458583
Ni-Pd-Pt-V-W,FCC,-0.056,-0.266,1.4705882352941169,8.200000000000001,3.8336077098292276,3.8444720414575584,0.010864331628330781,0.28339706226265765
Ni-Pd-Pt-Rh-W,FCC,-0.048,-0.127,1.4705882352941169,9.0,3.832337149247514,3.847397560757667,0.015060411510153138,0.39298242622286705
Ni-Os-Pt-W-Zn,FCC,-0.009,-0.147,1.4925373134328357,9.2,3.8452575552510693,3.847508116914618,0.0022505616635486447,0.058528242418385897
Mo-Ni-Pd-Pt-Re,FCC,-0.049,-0.13,2.8985507246376763,8.6,3.8448427038555475,3.8480392966670163,0.003196592811468779,0.08313975519111058
Os-Pd-Pt-Rh-Ru,FCC,-0.032,0.034,2.7922816319208468,9.0,3.846032906966436,3.851110556583627,0.005077649617191149,0.13202304140440005
Ni-Os-Pd-Pt-W,FCC,-0.032,-0.086,2.3424278964210217,8.8,3.8363818639707383,3.852435124346445,0.016053260375706646,0.4184479268466558
Ni-Pt-Re-W-Zn,FCC,-0.036,-0.159,0.0,9.0,3.8584678967084893,3.8534617205242436,-0.005006176184245703,-0.12974518172138427
Mo-Pt-Rh-Ru-V,FCC,-0.047,-0.334,3.602190798210557,7.6,3.858861915815317,3.8556268640080313,-0.0032350518072856715,-0.08383435007163649
Ni-Pd-Pt-W-Zn,FCC,-0.036,-0.246,1.4705882352941169,9.6,3.858539542531701,3.8576073741505974,-0.0009321683811034376,-0.024158580489544876
Pd-Pt-Re-Rh-Ru,FCC,-0.036,-0.03,2.3424278964210146,8.8,3.8592379499159057,3.8602371857735176,0.0009992358576118576,0.025892050984667358
Pd-Pt-Rh-V-Zn,FCC,-0.048,-0.351,1.4705882352941169,9.2,3.872584411936598,3.8615630510728276,-0.011021360863770369,-0.28459962886280427
Ni-Pd-Pt-Re-W,FCC,-0.052,-0.124,1.4705882352941169,8.6,3.849653086186733,3.8618281026471553,0.012175016460422405,0.31626269141260066
Mo-Os-Pt-Rh-Ru,FCC,-0.043,-0.156,4.057204129667895,8.200000000000001,3.861599916646382,3.862100686934815,0.0005007702884332055,0.012967948499131441
Nb-Ni-Pt-Rh-Ru,FCC,-0.047,-0.221,3.6021907982105508,8.4,3.8501028813795926,3.864671194768773,0.01456831338918052,0.3783876389287632
Pd-Pt-Rh-Ru-Zn,FCC,-0.014,-0.167,2.3424278964210217,9.8,3.868080471236258,3.8663544811033796,-0.00172599013287833,-0.04462136053562234
Mo-Ni-Pd-Re-W,FCC,-0.027,-0.083,2.8985507246376763,7.800000000000001,3.858414160594941,3.8676097160213088,0.00919555542636763,0.23832473766760534
Pt-Rh-Ru-V-W,FCC,-0.05,-0.331,1.4925373134328357,7.6,3.8636374742578328,3.867915650234933,0.004278175977100229,0.11072922875410368
Mo-Pt-Re-Rh-Ru,FCC,-0.045,-0.184,3.6021907982105508,8.0,3.874699248250343,3.871915092273615,-0.0027841559767280977,-0.07185476338545009
Mo-Ni-Pt-Re-W,FCC,-0.035,-0.186,2.919708029197081,7.800000000000001,3.865191007788438,3.873017392666371,0.007826384877932746,0.2024837805470007
Mo-Pt-Rh-V-Zn,FCC,-0.046,-0.387,2.919708029197081,8.4,3.887939952896285,3.8731325020300393,-0.014807450866245464,-0.38085595574115777
Os-Pt-Rh-Ru-W,FCC,-0.051,-0.163,1.8417216111151795,8.200000000000001,3.866368717958841,3.8740870104355403,0.007718292476699418,0.19962639468007362
Mo-Pd-Pt-Ru-V,FCC,-0.049,-0.292,3.721912053717364,7.800000000000001,3.8760131932613104,3.8743092736294735,-0.0017039196318369143,-0.04396062518051498
Mo-Pd-Pt-Rh-Ru,FCC,-0.049,-0.145,3.721912053717354,8.6,3.8747702950898724,3.8743796825057513,-0.00039061258412109723,-0.010080922335346779
Mo-Ni-Pd-Pt-W,FCC,-0.049,-0.203,2.8985507246376763,8.4,3.865262404593911,3.874733718731923,0.009471314138012055,0.2450367697353557
Mo-Pt-Rh-Ru-Zn,FCC,-0.046,-0.256,3.602190798210557,9.0,3.8834715802777153,3.876322273569689,-0.00714930670802616,-0.18409576483922402
Mo-Pd-Pt-Rh-V,FCC,-0.058,-0.326,2.8985507246376763,8.0,3.8792587240129723,3.8776906130616515,-0.0015681109513208114,-0.040422953530117975
Mo-Os-Pd-Pt-Ru,FCC,-0.028,-0.106,4.287464628562716,8.4,3.8787270419356448,3.879477393318164,0.0007503513825191099,0.019345300001947383
Mo-Os-Pt-Rh-Zn,FCC,-0.001,-0.213,3.60219079821055,9.0,3.890637194254345,3.882342236537977,-0.00829495771636779,-0.21320306423373792
Mo-Os-Pd-Pt-Rh,FCC,-0.032,-0.122,3.721912053717364,8.6,3.881968038328153,3.883052004526745,0.001083966198591746,0.02792310982185669
Pt-Re-Rh-Ru-W,FCC,-0.051,-0.19,1.4925373134328404,8.0,3.8794359189888734,3.883793905523816,0.004357986534942793,0.1123355721281935
Pt-Rh-V-W-Zn,FCC,-0.038,-0.366,0.0,8.4,3.8926444747769278,3.8850090244001287,-0.0076354503767990245,-0.19615072545859927
Pd-Pt-Rh-Ru-W,FCC,-0.052,-0.144,2.3424278964210217,8.6,3.879506792447103,3.886006191621846,0.006499399174742848,0.1675315838445324
Pd-Pt-Ru-V-W,FCC,-0.052,-0.282,2.3424278964210217,7.800000000000001,3.880746659011927,3.8862089633534356,0.005462304341508517,0.14075395333585802
Pt-Rh-Ru-W-Zn,FCC,-0.05,-0.246,1.4925373134328357,9.0,3.8881869148681587,3.8880795602343894,-0.00010735463376931875,-0.0027610461153192516
Mo-Pt-Re-Rh-Zn,FCC,-0.033,-0.229,2.919708029197081,8.8,3.903542693679558,3.8882559816149493,-0.015286712064608743,-0.3916112430218915
Mo-Pd-Pt-Re-Ru,FCC,-0.04,-0.14,3.721912053717354,8.200000000000001,3.891711522963958,3.889049498024422,-0.002662024939535712,-0.06840242201478215
Pd-Pt-Rh-V-W,FCC,-0.06,-0.314,1.4705882352941169,8.0,3.8839842871421584,3.8893970896035106,0.0054128024613522285,0.1393621101730815
Os-Pd-Pt-Ru-W,FCC,-0.037,-0.107,2.792281631920849,8.4,3.8834538983159512,3.891086329468778,0.007632431152826857,0.19653718964287537
Mo-Pd-Pt-Re-Rh,FCC,-0.052,-0.164,2.8985507246376763,8.4,3.8949309554297558,3.8923640899477574,-0.0025668654819983594,-0.06590272103334727
Mo-Pd-Pt-Rh-Zn,FCC,-0.052,-0.305,2.8985507246376763,9.4,3.903612694490015,3.8924648419854115,-0.011147852504603595,-0.2855778320512916
Mo-Pt-Re-Ru-Zn,FCC,-0.015,-0.173,3.602190798210557,8.6,3.9003374680585288,3.892644085328302,-0.007693382730226794,-0.1972491558289783
